"name","text"
"sarahtinvt","@USAirways need seat assignments for one leg of family's return flight - can you please help via Twitter PM?"
"jvancequ","@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min."
"school_tales","@united haven’t before and haven’t this time &amp; have checked spam/junk mail just in case—nothing"
"jvancequ","@SouthwestAir i like to see if i can change flight plz help thx"
"wmrrock","@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4"
"school_tales","@united also checked email you have on file for me and it is correct"
"rosenrj","@JetBlue I now learned that customer service at SXM works for the airport not JetBlue. They need a supervisor to do anything."
"LWills305","@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa."
"apopnj01","@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none"
"desh9583","@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk Va. Trying to get to LGA in NYC. Ant updates? Thx"
"travelmanphil","@united give me an email address and I'll send the actually screen shot to you."
"carabubes","@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!"
"javierfigueroa","@USAirways can you DM me please?"
"carabubes","@VirginAmerica done! Thank you for the quick response apparently faster than sitting on hold ;)"
"apopnj01","@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint"
"scottychadwick","@united friends been sitting in Houston since 7am flight Cancelled Flighted.Still don't have any answers. #BadCustomerService  #$10voucherwhatajoke"
"pongchmp","@united just filled it out. Hope someone responds before we book our next trip."
"untalMontfort","@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?"
"clchev","@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro"
"sfmurray1950","@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI."
"MaximWheatley","@VirginAmerica Your website is down and I'm trying to check in!"
"scunning16","@SouthwestAir yes. Hung up and called a different number."
"JT_Magana","@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue"
"rosenrj","@JetBlue there is no supervisor available so they couldn't do anything."
"bradleycfox","@united - it is possible to make a ticket change via Twitter? Traveling internationally and can't make calls... Thanks in advance!"
"joshanon","@United appreciate the early arrival of UA1002 but any chance ORD will ever bring the bags out?"
"jeffpash","@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive"
"Punkasswill","@SouthwestAir i hope i can be apart of the team with this job opening!"
"ElizabethFrayer","@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?"
"Punkasswill","@USAirways i hope i get the opportunity to join the team with this job opening!"
"shivadelrahim","@USAirways what about AA miles for USAir flights booked through American?"
"MichelleFilling","@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice"
"NancyJFriedman","@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better"
"ElizabethFrayer","@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again US airways."
"chuxtina","@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights"
"amy_ginsburg","@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please."
"jimbradshaw4","@united u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2"
"hoozsah","@united i'm glad u can solve the prob. But my experience remains - will not fly again on #United"
"jimbradshaw4","@united 2/2 Instead had to wait on plane from Ottawa that never came. Now I'm back home and have to try again tomorrow. Suitcase still lost"
"CMichaelGibson","@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue"
"LRBurbs","@SouthwestAir replacing @vitaminwater with beer! Bravo!👏👏 Cheers! 🍻🍻 @Leinenkugels @DosEquis @FatTire"
"CMichaelGibson","@JetBlue You guys need pillows on these rockers to really knock it out of the park ... just sayin ..."
"ChristineFlores","@SouthwestAir AH - did DM no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame"
"amy_endres","@USAirways can you help us figure out our correct six digit confirmation number?"
"SmallMol","@united Been on hold on the phone for well over half an hour waiting to make a reservation change I *wanted* to make online. Help!"
"SusetteAG","@JetBlue not cool. At the gate turns out my flight from FLL to JAX is delayed yet app says on time. Not a good start."
"CURVESandCHAOS","@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels"
"LWills305","@SouthwestAir There is no way that I am getting back on a plane with your airline. I will be calling to get a refund. As I drive 17 hrs home"
"CMichaelGibson","@JetBlue Counting on your flight 989 to get to DC!"
"sbgblee","@JetBlue why haven't you allowed for flight changes into the NY area airports tonight?  Everyone is saying travel is treacherous."
"talk2jomaude","@USAirways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? It certainly didn't at 4:17pm. http://t.co/emRUbu4WzD"
"eotoro","@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!"
"PinkBird","@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air just about cried! (Must be the preggo hormones!) thx!"
"tlarmondra","@USAirways @AmericanAir 9 empty seats open in 1st on AA1061. No upgrades for a U.S. Gold member? Would love consistent policies."
"AscendUTD","@SouthwestAir is now recruiting for Fall 15 Spring 16 Internships. 2/23/15 5- 6pm @JindalCMC Davidson Auditorium(1.118) #JSOM #UTDallas"
"lowenberg","@united its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather??  Backup planes??"
"KennethBracy","@USAirways you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport #genious"
"cricketandjoe","@JetBlue your website is seriously horrible and so is your  call center!! Almost makes it tempting to fly someone else!! #sodone"
"USairNews","@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE"
"Nicks_Ellas","@SouthwestAir well I'm not sure what there is you can do.  The bad experience had already been had"
"BekeAbe","@united can I get your service desk # at IAD?"
"luko","@united employees almost seem happy when delivery terrible customer service."
"geraldineledan","@JetBlue Exciting times ahead! 😁🎉"
"caseyshearusso","@USAirways If I am traveling with an infant in my lap is there anything I need to do to notify you?"
"loracle","@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!"
"Keels2515","@united rep wouldn't rebook. This is such a waste of time and poor communication"
"luko","@united you have a culture issue"
"GreenkidspenWRA","@USAirways Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?"
"TimothyJWMusic","@SouthwestAir Great #BlackHistoryMonth commercial! Thx! #ATL #singer #musician #life #BlackLivesMatter"
"WAWStewart","@USAirways flt last nght Cancelled Flighted-mech.probs flt this am Cancelled Flighted-snow finally on a flt home. 1st cls empty &amp; they won't let me sit there"
"GreenkidspenWRA","@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?"
"GreenkidspenWRA","@JetBlue Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?"
"mrskmwatkins","@united - any way to get a message to an international flight gate at EWR?      Road conditions are horrible trying to get to flight ..."
"like_a_toaster","@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :("
"nealmo","@SouthwestAir 3 + hrs w/out bags being returned to us after flight 2464 Cancelled Flightled. Maybe put a couple people on it?"
"carolinepqrst","@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x."
"nealmo","@SouthwestAir  also gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?"
"ChristineFlores","@SouthwestAir Officially a customer support game of wills... 2hr30 on hold... Who's the loser here? Oh yeah that's me."
"jsgerson","@JetBlue Hey Jetblue you Cancelled Flightled our flight from ST Maarten to JFK.  Stranded my family in the baggage area and lost my daughters luggage"
"jsgerson","@JetBlue Hey Jetblue you stranded an entire plane that was supposed to go to JFK and we are getting restless.  Need better communication!"
"JessicaBurack","@JetBlue we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?"
"Far3TheeWell","@united A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?"
"camptips","@JetBlue will we be able to watch the Oscars on our flight tomorrow?"
"beychok","@USAirways it a change fee request from a month ago.  after one hour on phone with your team I’m told 120 day backlog.  Awful."
"Evecotto","@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait"
"Paigers987","@USAirways disappointed with your toll free number. Terrible customer service my flight has been Cancelled Flightled would like to get home"
"JessicaBurack","@JetBlue are we scheduled to depart as scheduled?"
"AzeenaW","@SouthwestAir breaking my heart at BWI 9 hrs @business"
"jamescalderwood","@united The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/N2fvElcYgz"
"ZachAlpert","@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations."
